17550	352	1	1678	5	2007-02-16 09:36:54.0016
17551	352	1	1780	5	2007-02-16 17:40:11.0016
17552	352	2	3331	5	2007-02-21 08:06:19.0021
17553	353	2	1359	3	2007-02-15 11:58:56.0015
17554	353	2	1928	8	2007-02-17 05:16:57.0017
17555	353	2	3233	7	2007-02-21 01:07:57.0021
17556	354	1	1491	1	2007-02-15 20:16:44.0015
17557	354	1	2275	5	2007-02-18 04:59:55.0018
17558	354	1	2769	7	2007-02-19 16:20:40.0019
17559	354	1	3139	3	2007-02-20 18:13:11.0020
17560	355	2	1488	1	2007-02-15 20:08:20.0015
17561	355	1	1612	3	2007-02-16 05:20:31.0016
17562	356	1	1410	1	2007-02-15 15:28:12.0015
17563	356	1	2405	3	2007-02-18 15:05:04.0018
17564	356	1	2433	5	2007-02-18 16:38:43.0018
17565	357	2	1246	6	2007-02-15 03:39:45.0015
17566	357	1	1788	2	2007-02-16 18:15:44.0016
17567	357	2	1971	2	2007-02-17 07:52:25.0017
17568	357	2	2153	7	2007-02-17 21:26:30.0017
17569	358	1	1455	3	2007-02-15 18:19:32.0015
17570	358	2	1908	1	2007-02-17 03:39:02.0017
17571	358	1	2114	6	2007-02-17 18:28:51.0017
17572	358	1	2721	3	2007-02-19 13:21:50.0019
17573	358	1	2749	3	2007-02-19 14:56:01.0019
17574	358	1	3245	3	2007-02-21 01:34:37.0021
17575	359	2	1329	5	2007-02-15 09:53:32.0015
17576	359	2	1770	2	2007-02-16 16:36:21.0016
17577	359	1	2401	1	2007-02-18 14:50:29.0018
17578	359	1	2736	5	2007-02-19 14:11:46.0019
17579	360	2	1492	1	2007-02-15 20:17:01.0015
17580	360	2	2402	7	2007-02-18 14:53:11.0018
17581	360	2	2541	4	2007-02-19 00:36:36.0019
17582	360	2	2780	7	2007-02-19 16:47:59.0019
17583	361	2	2353	5	2007-02-18 11:21:51.0018
17584	361	2	2558	2	2007-02-19 01:37:42.0019
17585	361	1	2851	3	2007-02-19 21:35:29.0019
17586	361	2	3303	3	2007-02-21 06:02:40.0021
17587	362	1	1429	3	2007-02-15 16:52:36.0015
17588	362	1	1529	3	2007-02-15 23:06:01.0015
17589	362	1	1615	3	2007-02-16 05:28:54.0016
17590	362	2	3197	3	2007-02-20 22:35:49.0020
17591	362	2	3393	3	2007-02-21 13:42:53.0021
17592	363	2	1426	5	2007-02-15 16:44:50.0015
17593	363	2	1569	5	2007-02-16 01:47:35.0016
17594	363	1	1847	5	2007-02-16 22:33:48.0016
17595	363	1	2540	5	2007-02-19 00:33:14.0019
17596	363	2	3281	3	2007-02-21 04:37:13.0021
17597	364	1	1722	3	2007-02-16 13:41:18.0016
17598	364	2	2442	3	2007-02-18 17:17:44.0018
17599	364	2	2606	5	2007-02-19 05:19:58.0019
17600	364	2	2857	5	2007-02-19 21:43:41.0019
17601	364	2	2962	4	2007-02-20 06:00:21.0020
17602	365	1	1303	2	2007-02-15 08:24:23.0015
17603	365	1	1578	7	2007-02-16 02:36:42.0016
17604	365	1	1983	5	2007-02-17 08:50:39.0017
17605	365	1	2525	3	2007-02-18 23:16:48.0018
17606	365	2	3156	1	2007-02-20 19:32:12.0020
17607	366	2	1401	2	2007-02-15 14:58:48.0015
17608	366	2	2214	1	2007-02-18 01:13:03.0018
17609	367	1	3078	1	2007-02-20 13:38:14.0020
17610	368	1	1186	1	2007-02-14 23:25:11.0014
17611	368	1	1513	10	2007-02-15 21:21:56.0015
17612	368	1	2531	5	2007-02-18 23:49:15.0018
17613	368	1	2694	5	2007-02-19 11:45:47.0019
17614	368	1	2744	5	2007-02-19 14:49:06.0019
17615	368	2	3275	5	2007-02-21 04:01:30.0021
17616	369	1	1224	1	2007-02-15 02:12:51.0015
17617	370	2	1190	7	2007-02-14 23:33:58.0014
17618	371	2	1212	3	2007-02-15 01:31:59.0015
17619	371	1	1218	2	2007-02-15 01:53:10.0015
17620	371	1	1573	7	2007-02-16 02:00:05.0016
17621	371	2	1675	6	2007-02-16 09:33:13.0016
17622	371	2	2837	1	2007-02-19 20:32:16.0019
17623	371	1	3176	4	2007-02-20 21:00:20.0020
17624	371	2	3396	1	2007-02-21 13:51:34.0021
17625	372	1	2315	3	2007-02-18 07:32:05.0018
17626	372	1	2959	5	2007-02-20 05:36:20.0020
17627	372	1	3283	4	2007-02-21 04:47:33.0021
17628	373	1	1472	7	2007-02-15 19:23:21.0015
17629	373	1	3161	3	2007-02-20 19:49:27.0020
17630	374	1	1548	2	2007-02-16 00:11:59.0016
17631	374	2	2046	2	2007-02-17 13:08:16.0017
17632	374	2	2487	5	2007-02-18 20:01:20.0018
17633	374	2	2641	3	2007-02-19 08:06:59.0019
17634	375	2	1404	3	2007-02-15 15:07:19.0015
17635	375	1	1499	6	2007-02-15 20:26:33.0015
17636	375	1	2236	5	2007-02-18 02:40:59.0018
17637	376	2	1208	1	2007-02-15 00:58:29.0015
17638	376	1	2779	1	2007-02-19 16:47:33.0019
17639	377	2	2556	4	2007-02-19 01:35:58.0019
17640	377	1	3080	2	2007-02-20 13:50:58.0020
17641	377	2	3086	1	2007-02-20 14:11:06.0020
17642	377	2	3136	3	2007-02-20 18:07:34.0020
17643	377	2	3443	5	2007-02-21 18:47:26.0021
17644	378	2	1623	5	2007-02-16 06:17:16.0016
17645	378	1	1662	6	2007-02-16 08:42:01.0016
17646	378	2	2134	8	2007-02-17 19:42:10.0017
17647	378	2	2713	5	2007-02-19 12:51:35.0019
17648	379	1	1383	9	2007-02-15 13:48:32.0015
17649	379	1	2313	6	2007-02-18 07:25:11.0018
17650	379	1	2926	3	2007-02-20 03:06:11.0020
17651	380	1	1868	4	2007-02-17 00:31:48.0017
17652	380	1	1984	3	2007-02-17 08:53:54.0017
17653	380	1	2018	4	2007-02-17 11:04:24.0017
17654	380	1	2440	3	2007-02-18 17:09:35.0018
17655	380	1	2464	5	2007-02-18 18:34:31.0018
17656	380	2	2998	2	2007-02-20 07:58:48.0020
17657	380	2	3099	2	2007-02-20 15:12:59.0020
17658	380	1	3260	5	2007-02-21 02:27:39.0021
17659	381	1	1402	4	2007-02-15 14:59:34.0015
17660	381	1	1878	2	2007-02-17 01:23:58.0017
17661	381	2	2410	3	2007-02-18 15:23:34.0018
17662	381	1	2418	5	2007-02-18 15:43:08.0018
17663	381	2	3425	3	2007-02-21 16:35:33.0021
17664	382	1	2389	1	2007-02-18 13:56:13.0018
17665	382	1	2468	5	2007-02-18 18:52:18.0018
17666	382	1	2489	2	2007-02-18 20:29:10.0018
17667	382	1	2514	3	2007-02-18 22:25:10.0018
17668	382	2	3125	5	2007-02-20 17:00:24.0020
17669	383	1	1831	8	2007-02-16 20:50:43.0016
17670	383	2	2228	3	2007-02-18 02:13:16.0018
17671	383	1	2252	3	2007-02-18 03:33:44.0018
17672	383	2	2318	3	2007-02-18 07:42:20.0018
17673	383	1	2609	8	2007-02-19 05:41:38.0019
17674	383	1	3091	3	2007-02-20 14:31:25.0020
17675	384	1	1961	1	2007-02-17 07:31:24.0017
17676	384	2	2020	1	2007-02-17 11:08:16.0017
17677	384	1	2378	8	2007-02-18 13:26:15.0018
17678	384	2	2510	6	2007-02-18 22:12:47.0018
17679	384	2	2935	4	2007-02-20 03:35:50.0020
17680	384	1	3088	$10	2007-02-20 14:24:31.0020
17681	384	2	3101	5	2007-02-20 15:17:24.0020
17682	385	1	1746	3	2007-02-16 15:09:45.0016
17683	385	1	1937	1	2007-02-17 05:45:12.0017
17684	385	1	3105	1	2007-02-20 15:40:12.0020
17685	386	2	1585	4	2007-02-16 03:19:39.0016
17686	386	1	1608	3	2007-02-16 04:57:23.0016
17687	386	2	1819	6	2007-02-16 20:01:16.0016
17688	386	1	2732	1	2007-02-19 13:48:05.0019
17689	386	1	3351	3	2007-02-21 09:50:05.0021
17690	387	1	1464	1	2007-02-15 19:06:40.0015
17691	387	2	1465	1	2007-02-15 19:11:34.0015
17692	387	1	2068	1	2007-02-17 14:40:12.0017
17693	387	2	2100	1	2007-02-17 17:21:47.0017
17694	387	2	2981	6	2007-02-20 07:03:43.0020
17695	387	2	3378	5	2007-02-21 12:19:54.0021
17696	388	2	1276	7	2007-02-15 06:28:39.0015
17697	388	1	2145	1	2007-02-17 20:39:02.0017
17698	388	1	2537	6	2007-02-19 00:20:47.0019
17699	388	1	2692	5	2007-02-19 11:36:45.0019
17700	388	2	3159	8	2007-02-20 19:40:16.0020
17701	389	1	1763	5	2007-02-16 16:19:27.0016
17702	389	1	1946	5	2007-02-17 06:27:05.0017
17703	389	1	2552	4	2007-02-19 01:29:55.0019
17704	390	2	1539	6	2007-02-15 23:39:51.0015
17705	390	2	1730	3	2007-02-16 13:58:27.0016
17706	390	2	1893	3	2007-02-17 02:47:03.0017
17707	390	1	2330	8	2007-02-18 09:09:45.0018
17708	390	1	3147	6	2007-02-20 18:53:43.0020
17709	391	2	1232	1	2007-02-15 02:46:36.0015
17710	391	2	1931	1	2007-02-17 05:20:22.0017
17711	391	1	2045	3	2007-02-17 13:06:37.0017
17712	391	1	2690	3	2007-02-19 11:28:28.0019
17713	391	2	3163	3	2007-02-20 19:50:39.0020
17714	392	2	1530	7	2007-02-15 23:06:33.0015
17715	392	2	1764	3	2007-02-16 16:20:20.0016
17716	392	2	2289	3	2007-02-18 05:58:09.0018
17717	392	2	2890	5	2007-02-20 00:29:11.0020
17718	393	1	1611	7	2007-02-16 05:10:01.0016
17719	393	2	1915	2	2007-02-17 03:56:54.0017
17720	393	2	2219	3	2007-02-18 01:45:20.0018
17721	393	1	2319	5	2007-02-18 07:52:48.0018
17722	393	2	3001	3	2007-02-20 08:18:42.0020
17723	394	2	1324	5	2007-02-15 09:31:11.0015
17724	395	1	1270	1	2007-02-15 05:58:48.0015
17725	395	1	1562	1	2007-02-16 01:14:53.0016
17726	395	2	1603	1	2007-02-16 04:42:29.0016
17727	395	1	3030	5	2007-02-20 10:20:25.0020
17728	395	1	3310	1	2007-02-21 06:33:17.0021
17729	395	1	3389	7	2007-02-21 13:06:21.0021
17730	396	2	1370	2	2007-02-15 12:59:31.0015
17731	396	2	1385	5	2007-02-15 13:56:49.0015
17732	396	2	1408	7	2007-02-15 15:26:24.0015
17733	397	1	1769	6	2007-02-16 16:36:14.0016
17734	397	2	3027	2	2007-02-20 10:18:56.0020
17735	398	2	1228	3	2007-02-15 02:19:02.0015
17736	398	1	2087	7	2007-02-17 16:03:36.0017
17737	398	2	3141	10	2007-02-20 18:24:13.0020
17738	399	2	2961	3	2007-02-20 05:57:41.0020
17739	399	1	3036	6	2007-02-20 10:46:57.0020
17740	400	2	1364	1	2007-02-15 12:33:58.0015
17741	400	1	1917	4	2007-02-17 04:04:33.0017
17742	400	2	1923	7	2007-02-17 04:34:36.0017
17743	402	2	1194	5	2007-02-14 23:53:34.0014
17744	402	2	2490	5	2007-02-18 20:29:16.0018
17745	402	2	2913	3	2007-02-20 02:10:53.0020
17746	403	2	1221	5	2007-02-15 02:03:42.0015
17747	403	1	1249	9	2007-02-15 04:06:35.0015
17748	403	2	2488	4	2007-02-18 20:06:52.0018
17749	403	1	2927	5	2007-02-20 03:10:07.0020
17750	403	2	3049	7	2007-02-20 11:19:27.0020
17751	403	1	3356	6	2007-02-21 10:07:11.0021
17752	404	2	1506	3	2007-02-15 20:48:03.0015
17753	404	2	1840	5	2007-02-16 22:08:00.0016
17754	404	1	2715	5	2007-02-19 12:58:01.0019
17755	404	1	2951	3	2007-02-20 04:51:27.0020
17756	405	2	1315	5	2007-02-15 08:51:34.0015
17757	405	1	1888	1	2007-02-17 02:27:02.0017
17758	405	2	1953	6	2007-02-17 07:03:23.0017
17759	405	2	2654	4	2007-02-19 09:06:20.0019
17760	405	1	3240	5	2007-02-21 01:21:43.0021
17761	405	1	3253	6	2007-02-21 01:54:03.0021
17762	406	1	2113	5	2007-02-17 18:26:12.0017
17763	406	2	2150	4	2007-02-17 21:19:02.0017
17764	406	1	2241	3	2007-02-18 03:00:07.0018
17765	406	2	2325	1	2007-02-18 08:36:33.0018
17766	406	2	2585	1	2007-02-19 03:33:29.0019
17767	406	1	3186	8	2007-02-20 21:32:46.0020
17768	406	1	3306	5	2007-02-21 06:15:24.0021
17769	407	1	1698	3	2007-02-16 11:33:08.0016
17770	407	2	2597	1	2007-02-19 04:22:12.0019
17771	408	2	2479	5	2007-02-18 19:31:34.0018
17772	408	1	2564	3	2007-02-19 02:09:36.0019
17773	408	2	2728	3	2007-02-19 13:32:30.0019
17774	409	2	1226	6	2007-02-15 02:14:36.0015
17775	409	2	2310	9	2007-02-18 07:14:25.0018
17776	410	1	1514	3	2007-02-15 21:26:00.0015
17777	410	1	2073	3	2007-02-17 15:02:25.0017
17778	410	1	2255	5	2007-02-18 03:49:38.0018
17779	410	2	2400	6	2007-02-18 14:39:12.0018
17780	410	2	2971	1	2007-02-20 06:24:26.0020
17781	410	1	3249	5	2007-02-21 01:41:45.0021
17782	411	1	1985	1	2007-02-17 09:00:03.0017
17783	411	2	1997	3	2007-02-17 09:48:09.0017
17784	411	2	2712	1	2007-02-19 12:48:39.0019
17785	412	1	3292	3	2007-02-21 05:27:37.0021
17786	413	2	2130	6	2007-02-17 19:29:10.0017
17787	413	2	2545	5	2007-02-19 00:52:02.0019
17788	414	1	2246	5	2007-02-18 03:22:55.0018
17789	414	1	2559	10	2007-02-19 01:38:12.0019
17790	414	1	3318	6	2007-02-21 06:51:31.0021
17791	415	2	1867	5	2007-02-17 00:30:03.0017
17792	415	1	3211	3	2007-02-20 23:29:55.0020
17793	416	2	1158	3	2007-02-14 21:21:59.0014
17794	416	1	1343	5	2007-02-15 10:55:45.0015
17795	416	2	1553	1	2007-02-16 00:31:10.0016
17796	416	2	1596	3	2007-02-16 03:59:24.0016
17797	416	2	1771	1	2007-02-16 16:40:43.0016
17798	417	1	1921	4	2007-02-17 04:32:42.0017
17799	418	1	2825	3	2007-02-19 19:00:45.0019
17800	418	2	2943	3	2007-02-20 04:11:31.0020
17801	418	2	2969	3	2007-02-20 06:12:53.0020
17802	419	2	2793	3	2007-02-19 17:21:03.0019
17803	420	2	2672	4	2007-02-19 10:10:30.0019
17804	420	1	2698	1	2007-02-19 11:57:37.0019
17805	420	1	2726	1	2007-02-19 13:30:46.0019
17806	421	1	1693	5	2007-02-16 11:08:17.0016
17807	421	2	2407	3	2007-02-18 15:19:07.0018
17808	421	1	3170	5	2007-02-20 20:31:20.0020
17809	422	1	1846	1	2007-02-16 22:31:10.0016
17810	422	1	1897	5	2007-02-17 02:54:49.0017
17811	422	2	2747	3	2007-02-19 14:50:33.0019
17812	422	1	2778	6	2007-02-19 16:46:38.0019
17813	423	1	1504	4	2007-02-15 20:36:32.0015
17814	423	2	1827	1	2007-02-16 20:23:06.0016
17815	423	1	2600	7	2007-02-19 04:35:51.0019
17816	423	2	2758	7	2007-02-19 15:33:01.0019
17817	423	1	3072	9	2007-02-20 12:49:57.0020
17818	424	2	3044	5	2007-02-20 11:07:15.0020
17819	424	1	3166	7	2007-02-20 20:00:58.0020
17820	424	2	3404	1	2007-02-21 14:26:18.0021
17821	425	1	3276	7	2007-02-21 04:04:18.0021
17822	426	1	1709	7	2007-02-16 12:38:41.0016
17823	426	1	1842	8	2007-02-16 22:14:25.0016
17824	426	1	2204	3	2007-02-18 00:40:04.0018
17825	426	1	2804	1	2007-02-19 17:53:20.0019
17826	426	1	3243	1	2007-02-21 01:28:37.0021
17827	427	1	1342	6	2007-02-15 10:54:47.0015
17828	427	2	1628	4	2007-02-16 06:21:21.0016
17829	427	1	1648	6	2007-02-16 07:45:33.0016
17830	427	1	1857	2	2007-02-16 23:41:24.0016
17831	427	2	2466	1	2007-02-18 18:47:08.0018
17832	428	1	1227	4	2007-02-15 02:18:29.0015
17833	428	2	1471	3	2007-02-15 19:21:52.0015
17834	428	1	1601	4	2007-02-16 04:39:39.0016
17835	428	1	2677	3	2007-02-19 10:30:25.0019
17836	428	2	3377	1	2007-02-21 12:19:38.0021
17837	429	2	1781	6	2007-02-16 17:48:50.0016
17838	429	2	1798	3	2007-02-16 18:44:41.0016
17839	429	2	1916	8	2007-02-17 03:58:25.0017
17840	429	1	3409	3	2007-02-21 14:46:04.0021
17841	430	2	1207	1	2007-02-15 00:55:34.0015
17842	430	1	1274	3	2007-02-15 06:21:18.0015
17843	430	1	1538	3	2007-02-15 23:34:16.0015
17844	430	1	1759	7	2007-02-16 16:15:03.0016
17845	430	2	2892	1	2007-02-20 00:35:05.0020
17846	430	2	3153	1	2007-02-20 19:12:41.0020
17847	431	2	1561	3	2007-02-16 01:09:56.0016
17848	431	1	2096	5	2007-02-17 17:01:30.0017
17849	431	1	2269	4	2007-02-18 04:49:20.0018
17850	431	2	2281	5	2007-02-18 05:15:55.0018
17851	431	2	2761	3	2007-02-19 15:50:43.0019
17852	431	2	3304	7	2007-02-21 06:12:06.0021
17853	431	2	3369	9	2007-02-21 11:48:57.0021
17854	432	2	1180	6	2007-02-14 23:07:27.0014
17855	432	2	1597	3	2007-02-16 04:15:29.0016
17856	432	2	3194	5	2007-02-20 22:28:23.0020
17857	434	1	1225	1	2007-02-15 02:14:01.0015
17858	434	2	1584	6	2007-02-16 03:19:16.0016
17859	434	2	2415	8	2007-02-18 15:31:08.0018
17860	434	1	2430	4	2007-02-18 16:20:12.0018
17861	434	1	2494	4	2007-02-18 20:43:35.0018
17862	434	1	3014	3	2007-02-20 09:13:46.0020
17863	434	2	3037	3	2007-02-20 10:56:29.0020
17864	435	2	1443	1	2007-02-15 17:26:17.0015
17865	435	1	2984	1	2007-02-20 07:12:10.0020
17866	436	1	2291	10	2007-02-18 06:05:12.0018
17867	437	2	2239	6	2007-02-18 02:52:20.0018
17868	437	1	2792	3	2007-02-19 17:20:51.0019
17869	437	2	3265	3	2007-02-21 02:51:39.0021
17870	438	1	1431	5	2007-02-15 16:54:55.0015
17871	438	2	1779	1	2007-02-16 17:23:37.0016
17872	438	2	2206	1	2007-02-18 00:43:11.0018
17873	438	1	2591	5	2007-02-19 04:00:48.0019
17874	438	1	3315	5	2007-02-21 06:45:30.0021
17875	438	2	3368	1	2007-02-21 11:47:04.0021
17876	439	1	1264	5	2007-02-15 05:28:05.0015
17877	439	2	1557	1	2007-02-16 00:57:01.0016
17878	439	2	2097	5	2007-02-17 17:08:30.0017
17879	439	1	2621	3	2007-02-19 06:35:57.0019
17880	439	1	2992	3	2007-02-20 07:40:17.0020
17881	439	1	3294	7	2007-02-21 05:31:49.0021
17882	441	1	1602	5	2007-02-16 04:41:06.0016
17883	441	2	2328	5	2007-02-18 08:45:47.0018
17884	442	1	1251	6	2007-02-15 04:27:21.0015
17885	442	2	1358	1	2007-02-15 11:57:14.0015
17886	442	2	1576	9	2007-02-16 02:23:05.0016
17887	442	1	1774	3	2007-02-16 16:56:18.0016
17888	443	1	2871	3	2007-02-19 22:56:15.0019
17889	444	1	1239	1	2007-02-15 03:21:27.0015
17890	444	2	1397	4	2007-02-15 14:53:52.0015
17891	444	2	1441	2	2007-02-15 17:22:47.0015
17892	444	1	2551	5	2007-02-19 01:19:30.0019
17893	444	2	3301	8	2007-02-21 06:00:51.0021
17894	444	2	3415	6	2007-02-21 15:28:15.0021
17895	446	1	2248	5	2007-02-18 03:28:14.0018
17896	446	2	2335	4	2007-02-18 09:28:02.0018
17897	446	2	2520	7	2007-02-18 22:57:26.0018
17898	446	2	2710	1	2007-02-19 12:32:22.0019
17899	446	1	3060	3	2007-02-20 12:15:46.0020
17900	446	2	3168	1	2007-02-20 20:14:27.0020
17901	447	2	1230	1	2007-02-15 02:32:35.0015
17902	447	2	1890	3	2007-02-17 02:34:39.0017
17903	447	1	2025	5	2007-02-17 11:32:26.0017
17904	447	2	2285	5	2007-02-18 05:29:20.0018
17905	448	1	1313	6	2007-02-15 08:47:00.0015
17906	448	2	1823	8	2007-02-16 20:16:42.0016
17907	448	2	2697	1	2007-02-19 11:57:34.0019
17908	448	2	3225	4	2007-02-21 00:45:21.0021
17909	448	2	3347	6	2007-02-21 09:36:58.0021
17910	449	2	1295	5	2007-02-15 07:45:46.0015
17911	449	1	2348	1	2007-02-18 10:44:09.0018
17912	449	2	2970	3	2007-02-20 06:20:17.0020
17913	450	2	1639	5	2007-02-16 07:02:05.0016
17914	450	1	1739	1	2007-02-16 14:38:04.0016
17915	450	2	1914	3	2007-02-17 03:54:20.0017
17916	450	2	2278	1	2007-02-18 05:06:23.0018
17917	450	1	2501	5	2007-02-18 21:38:37.0018
17918	450	1	2626	3	2007-02-19 06:57:10.0019
17919	450	1	3155	5	2007-02-20 19:31:04.0020
17920	451	1	1202	1	2007-02-15 00:36:30.0015
17921	451	1	1851	1	2007-02-16 23:00:52.0016
17922	451	1	1940	7	2007-02-17 06:10:48.0017
17923	451	1	2671	2	2007-02-19 10:01:37.0019
17924	451	1	2909	4	2007-02-20 01:47:36.0020
17925	451	2	2917	1	2007-02-20 02:37:01.0020
17926	451	1	3316	7	2007-02-21 06:48:44.0021
17927	452	2	1203	5	2007-02-15 00:37:28.0015
17928	452	1	1512	6	2007-02-15 21:21:29.0015
17929	452	1	1794	4	2007-02-16 18:37:03.0016
17930	452	1	2263	1	2007-02-18 04:26:13.0018
17931	452	2	2266	5	2007-02-18 04:33:28.0018
17932	452	1	2504	1	2007-02-18 21:48:19.0018
17933	452	2	2661	1	2007-02-19 09:19:18.0019
17934	453	2	2852	6	2007-02-19 21:37:16.0019
17935	453	1	2853	8	2007-02-19 21:38:07.0019
17936	453	2	2887	5	2007-02-20 00:08:09.0020
17937	454	2	1647	5	2007-02-16 07:43:24.0016
17938	454	2	1844	8	2007-02-16 22:22:19.0016
17939	454	1	1861	2	2007-02-16 23:45:57.0016
17940	454	1	1938	5	2007-02-17 05:47:02.0017
17941	454	2	2048	6	2007-02-17 13:23:55.0017
17942	454	2	2182	6	2007-02-17 23:24:44.0017
17943	454	1	2437	3	2007-02-18 16:58:52.0018
17944	454	2	2666	10	2007-02-19 09:45:38.0019
17945	454	1	3221	3	2007-02-21 00:18:13.0021
17946	454	1	3362	5	2007-02-21 10:48:20.0021
17947	455	2	1382	2	2007-02-15 13:46:34.0015
17948	455	1	1802	2	2007-02-16 18:51:56.0016
17949	455	1	1906	3	2007-02-17 03:22:01.0017
17950	455	2	2356	1	2007-02-18 11:27:49.0018
17951	456	1	1288	3	2007-02-15 07:10:18.0015
17952	456	1	1700	1	2007-02-16 11:46:49.0016
17953	456	2	2103	6	2007-02-17 17:41:36.0017
17954	456	2	2146	7	2007-02-17 20:54:49.0017
17955	456	1	2192	5	2007-02-18 00:04:13.0018
17956	456	1	2404	1	2007-02-18 15:02:14.0018
17957	456	1	2581	3	2007-02-19 03:22:39.0019
17958	457	2	1453	5	2007-02-15 18:05:05.0015
17959	457	2	1727	1	2007-02-16 13:50:13.0016
17960	457	1	2030	1	2007-02-17 11:41:53.0017
17961	457	1	2172	8	2007-02-17 22:34:42.0017
17962	457	1	2670	5	2007-02-19 09:58:42.0019
17963	457	1	2762	4	2007-02-19 15:50:57.0019
17964	457	1	2811	1	2007-02-19 18:21:56.0019
17965	457	2	3115	3	2007-02-20 16:27:31.0020
17966	457	2	3184	3	2007-02-20 21:26:10.0020
17967	458	2	2629	6	2007-02-19 07:10:38.0019
17968	458	2	3322	1	2007-02-21 07:11:03.0021
17969	459	2	1876	1	2007-02-17 01:19:17.0017
17970	459	2	1977	3	2007-02-17 08:06:48.0017
17971	459	2	2075	5	2007-02-17 15:08:59.0017
17972	459	1	2899	1	2007-02-20 01:07:47.0020
17973	459	2	3041	5	2007-02-20 11:04:10.0020
17974	459	2	3045	1	2007-02-20 11:10:26.0020
17975	459	2	3234	10	2007-02-21 01:08:10.0021
17976	460	2	1392	1	2007-02-15 14:40:53.0015
17977	461	2	3127	6	2007-02-20 17:08:09.0020
17978	461	2	3319	5	2007-02-21 06:54:12.0021
17979	462	2	1773	6	2007-02-16 16:42:09.0016
17980	462	2	1926	10	2007-02-17 04:52:56.0017
17981	462	1	3279	5	2007-02-21 04:34:19.0021
17982	463	1	1284	3	2007-02-15 06:55:59.0015
17983	463	2	2527	5	2007-02-18 23:38:57.0018
17984	463	1	3217	3	2007-02-20 23:56:38.0020
17985	463	1	3309	5	2007-02-21 06:29:15.0021
17986	464	2	1277	5	2007-02-15 06:29:55.0015
17987	464	1	3167	3	2007-02-20 20:10:55.0020
17988	465	1	1337	3	2007-02-15 10:41:08.0015
17989	465	1	2079	5	2007-02-17 15:18:11.0017
17990	465	1	2159	9	2007-02-17 22:05:55.0017
17991	465	2	2524	1	2007-02-18 23:16:37.0018
17992	466	2	1808	8	2007-02-16 19:28:01.0016
17993	466	2	2446	9	2007-02-18 17:33:07.0018
17994	466	1	3022	4	2007-02-20 09:45:46.0020
17995	466	2	3237	5	2007-02-21 01:16:22.0021
17996	466	2	3343	3	2007-02-21 09:25:25.0021
17997	467	1	1737	9	2007-02-16 14:28:10.0016
17998	467	2	2121	5	2007-02-17 19:07:20.0017
17999	467	2	2870	10	2007-02-19 22:46:12.0019
18000	467	1	3250	7	2007-02-21 01:45:02.0021
18001	468	2	1229	3	2007-02-15 02:21:39.0015
