tweet_id,sentiment,sentiment_confidence,negativereason_confidence,name,retweet_count,tweet_coord,tweet_created,user_timezone
570015000000000000    ,neutral,0.6578,0,KGervaise,0,,2015-02-23 16:20:38 -0800,Pacific Time (US & Canada)
570014000000000000    ,neutral,1,,papamurat,0,,2015-02-23 16:13:09 -0800,
570012000000000000    ,positive,1,,arieldaie,0,,2015-02-23 16:08:07 -0800,
570011000000000000    ,neutral,0.6799,,vacations7,0,,2015-02-23 16:04:28 -0800,
570011000000000000    ,positive,1,,ChelseaPoe666,0,,2015-02-23 16:01:25 -0800,Atlantic Time (Canada)
570011000000000000    ,neutral,1,,BobGlavinVO,0,,2015-02-23 16:01:17 -0800,Eastern Time (US & Canada)
570010000000000000    ,neutral,0.6436,,lisaaiko,0,,2015-02-23 15:58:00 -0800,
570009000000000000    ,neutral,0.6764,0,grantbrowne,0,,2015-02-23 15:55:18 -0800,Central Time (US & Canada)
570007000000000000    ,positive,0.657,,joyabsalon,0,,2015-02-23 15:46:46 -0800,Eastern Time (US & Canada)
570004000000000000    ,neutral,1,,2v,0,,2015-02-23 15:36:51 -0800,Eastern Time (US & Canada)
570001000000000000    ,neutral,0.7118,0,KSmithFoundHere,0,,2015-02-23 15:24:09 -0800,Atlantic Time (Canada)
570000000000000000    ,neutral,1,,papamurat,0,,2015-02-23 15:19:41 -0800,
569996000000000000    ,negative,0.6939,0.6939,murphicus,0,,2015-02-23 15:05:09 -0800,Eastern Time (US & Canada)
569996000000000000    ,positive,1,,VinnieFerra,0,,2015-02-23 15:04:29 -0800,Pacific Time (US & Canada)
569990000000000000    ,positive,0.635,,KevinDemsi,0,,2015-02-23 14:40:33 -0800,Kuala Lumpur
569990000000000000    ,neutral,0.7007,,giffgaffman,0,,2015-02-23 14:40:19 -0800,
569990000000000000    ,neutral,1,,HanlonBrothers,0,,2015-02-23 14:37:42 -0800,Brisbane
569989000000000000    ,neutral,1,,emilybg78,0,,2015-02-23 14:36:58 -0800,Arizona
569989000000000000    ,negative,1,1,rachie1126,0,,2015-02-23 14:35:50 -0800,Eastern Time (US & Canada)
569988000000000000    ,neutral,0.6858,,adawson66,0,"[33.57963333, -117.73024772]",2015-02-23 14:30:13 -0800,
569987000000000000    ,neutral,1,,SocialPLC,0,,2015-02-23 14:26:53 -0800,Eastern Time (US & Canada)
569986000000000000    ,positive,1,,jeffreymace01,0,,2015-02-23 14:25:09 -0800,
569982000000000000    ,neutral,0.6814,0,1stcrown,0,,2015-02-23 14:09:06 -0800,Central Time (US & Canada)
569977000000000000    ,negative,1,1,onerockgypsy,0,,2015-02-23 13:46:30 -0800,Pacific Time (US & Canada)
569974000000000000    ,negative,1,0.6789,noelduan,0,,2015-02-23 13:35:23 -0800,Eastern Time (US & Canada)
569973000000000000    ,positive,0.6922,,Travelzoo,0,,2015-02-23 13:30:10 -0800,Pacific Time (US & Canada)
569967000000000000    ,negative,1,1,gianagon,0,"[40.6413712, -73.78311558]",2015-02-23 13:08:21 -0800,Eastern Time (US & Canada)
569962000000000000    ,neutral,1,,bxchen,0,,2015-02-23 12:47:52 -0800,Eastern Time (US & Canada)
569950000000000000    ,neutral,0.6492,0,seimatrun,0,,2015-02-23 12:00:17 -0800,
569949000000000000    ,neutral,1,,jamied7,0,,2015-02-23 11:56:37 -0800,London
569946000000000000    ,negative,1,0.3516,seimatrun,0,,2015-02-23 11:46:16 -0800,
569943000000000000    ,positive,1,,mrmichaellay,0,"[36.08457854, -115.13780136]",2015-02-23 11:32:31 -0800,Eastern Time (US & Canada)
569942000000000000    ,positive,1,,TaylorLumsden,0,,2015-02-23 11:28:46 -0800,Mountain Time (US & Canada)
569941000000000000    ,neutral,1,,campusmoviefest,0,,2015-02-23 11:24:18 -0800,Eastern Time (US & Canada)
569940000000000000    ,neutral,1,,TaylorLumsden,0,,2015-02-23 11:22:16 -0800,Mountain Time (US & Canada)
569935000000000000    ,negative,1,1,meme_meng,0,,2015-02-23 11:02:02 -0800,
569934000000000000    ,neutral,1,,kyle_romanoff,0,,2015-02-23 10:58:43 -0800,
569934000000000000    ,negative,1,1,GunsNDip,0,,2015-02-23 10:56:25 -0800,Pacific Time (US & Canada)
569934000000000000    ,positive,1,,artisticwritr87,0,,2015-02-23 10:56:16 -0800,Pacific Time (US & Canada)
569933000000000000    ,negative,0.6792,0.3477,arieldaie,0,,2015-02-23 10:54:47 -0800,
569933000000000000    ,negative,1,1,GunsNDip,0,,2015-02-23 10:54:36 -0800,Pacific Time (US & Canada)
569929000000000000    ,negative,1,1,GunsNDip,0,,2015-02-23 10:38:14 -0800,Pacific Time (US & Canada)
569927000000000000    ,negative,1,1,jsatk,0,"[0.0, 0.0]",2015-02-23 10:29:19 -0800,Pacific Time (US & Canada)
569923000000000000    ,neutral,0.6705,0,serenaklal,0,,2015-02-23 10:15:00 -0800,Eastern Time (US & Canada)
569922000000000000    ,neutral,1,,openambit1,0,,2015-02-23 10:09:30 -0800,
569921000000000000    ,neutral,0.6545,0,cabowine,0,,2015-02-23 10:04:47 -0800,Arizona
569919000000000000    ,negative,1,0.6513,MaryAnnTaylorT,0,,2015-02-23 09:57:42 -0800,Arizona
569916000000000000    ,neutral,1,,RamotControl,0,,2015-02-23 09:45:23 -0800,Pacific Time (US & Canada)
569913000000000000    ,neutral,0.6639,0,losermelon,0,,2015-02-23 09:35:03 -0800,
569912000000000000    ,negative,1,1,AlisonK33774854,0,,2015-02-23 09:29:00 -0800,
569912000000000000    ,negative,1,1,GunsNDip,0,,2015-02-23 09:28:26 -0800,Pacific Time (US & Canada)
569911000000000000    ,neutral,0.6765,0,yazdanagh,0,,2015-02-23 09:26:37 -0800,
569911000000000000    ,negative,1,0.6863,MerchEngines,0,,2015-02-23 09:25:41 -0800,Arizona
569909000000000000    ,negative,1,0.6771,ColorCartel,0,,2015-02-23 09:18:42 -0800,Mountain Time (US & Canada)
569907000000000000    ,negative,1,0.659,MustBeSpoken,0,,2015-02-23 09:11:12 -0800,
569897000000000000    ,negative,1,0.6714,mattbunk,0,,2015-02-23 08:29:21 -0800,Eastern Time (US & Canada)
569894000000000000    ,negative,1,1,louisjenny,0,,2015-02-23 08:19:59 -0800,Quito
569894000000000000    ,neutral,1,,STravelsW,0,,2015-02-23 08:19:49 -0800,
569892000000000000    ,negative,1,0.6882,GunsNDip,0,,2015-02-23 08:11:03 -0800,Pacific Time (US & Canada)
569891000000000000    ,neutral,1,,joeyrenagade,0,,2015-02-23 08:08:08 -0800,
569891000000000000    ,negative,0.6925,0.3521,mrmichaellay,0,"[0.0, 0.0]",2015-02-23 08:08:01 -0800,Eastern Time (US & Canada)
569887000000000000    ,negative,1,0.3486,GunsNDip,0,,2015-02-23 07:51:37 -0800,Pacific Time (US & Canada)
569887000000000000    ,positive,1,,TheDuchessSF,0,,2015-02-23 07:50:35 -0800,Pacific Time (US & Canada)
569885000000000000    ,negative,1,1,BeLeather,0,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,Pacific Time (US & Canada)
569884000000000000    ,negative,1,0.6366,BeLeather,0,"[0.0, 0.0]",2015-02-23 07:40:05 -0800,Pacific Time (US & Canada)
569882000000000000    ,neutral,0.6593,0,drcaseydrake,0,"[37.79374402, -122.39327564]",2015-02-23 07:28:43 -0800,
569874000000000000    ,positive,0.6823,0,flyfromWAS,0,,2015-02-23 06:57:25 -0800,Eastern Time (US & Canada)
569874000000000000    ,neutral,1,,flyfromSEA,0,,2015-02-23 06:57:24 -0800,Central Time (US & Canada)
569874000000000000    ,positive,0.6806,,flyfromNYC,0,,2015-02-23 06:57:24 -0800,Central Time (US & Canada)
569874000000000000    ,neutral,0.6529,,flyfromLAX,0,,2015-02-23 06:57:24 -0800,Central Time (US & Canada)
569872000000000000    ,positive,0.678,,Silvanabfer,0,,2015-02-23 06:51:01 -0800,
569861000000000000    ,positive,0.3482,0,AdamJdubs,0,,2015-02-23 06:07:54 -0800,Eastern Time (US & Canada)
569848000000000000    ,negative,1,1,nicholas_v,0,"[26.074379, -80.1416831]",2015-02-23 05:15:06 -0800,Eastern Time (US & Canada)
569814000000000000    ,positive,1,,tstashajones,0,,2015-02-23 03:01:39 -0800,Eastern Time (US & Canada)
569778000000000000    ,positive,1,,SkateMamas,0,,2015-02-23 00:35:42 -0800,
569774000000000000    ,positive,1,,dngoo,0,,2015-02-23 00:21:40 -0800,Pacific Time (US & Canada)
569770000000000000    ,positive,1,,SamBrittenham,0,,2015-02-23 00:06:55 -0800,Eastern Time (US & Canada)
569748000000000000    ,negative,0.6832,0.3773,usagibrian,0,,2015-02-22 22:39:18 -0800,Pacific Time (US & Canada)
569741000000000000    ,negative,1,0.6767,usagibrian,0,,2015-02-22 22:11:07 -0800,Pacific Time (US & Canada)
569738000000000000    ,negative,1,0.6527,KindofLuke,0,,2015-02-22 21:56:44 -0800,
569714000000000000    ,positive,1,,ptbrodie,0,,2015-02-22 20:23:27 -0800,
569675000000000000    ,positive,1,,cheryleng,0,"[33.9469039, -118.40716847]",2015-02-22 17:48:33 -0800,Pacific Time (US & Canada)
569674000000000000    ,neutral,1,,HishamSharaby,0,,2015-02-22 17:45:25 -0800,Eastern Time (US & Canada)
569666000000000000    ,negative,0.6703,0.6703,ChrisFordisHere,0,"[51.04345575, -114.06071363]",2015-02-22 17:14:06 -0800,Tehran
569652000000000000    ,positive,1,,JKF1897,0,,2015-02-22 16:18:33 -0800,
569649000000000000    ,neutral,1,,F6x,0,"[40.64662464, -73.77090177]",2015-02-22 16:05:07 -0800,Pacific Time (US & Canada)
569643000000000000    ,neutral,0.6535,0,lawyang588,0,,2015-02-22 15:41:51 -0800,
569643000000000000    ,negative,1,0.6448,melokudo,0,,2015-02-22 15:40:12 -0800,Eastern Time (US & Canada)
569634000000000000    ,negative,1,1,ChrysiChrysic,0,,2015-02-22 15:06:19 -0800,
569634000000000000    ,neutral,1,,nikkisixxfan93,0,,2015-02-22 15:03:35 -0800,Pacific Time (US & Canada)
569633000000000000    ,negative,1,0.6875,ChrysiChrysic,0,,2015-02-22 15:02:11 -0800,
569630000000000000    ,negative,1,1,MOCBlogger,0,,2015-02-22 14:49:31 -0800,Alaska
569627000000000000    ,negative,1,1,tfaz,0,,2015-02-22 14:39:09 -0800,Pacific Time (US & Canada)
569626000000000000    ,positive,1,,lisaptv,1,,2015-02-22 14:32:14 -0800,Mountain Time (US & Canada)
569626000000000000    ,neutral,1,,dropapp,0,,2015-02-22 14:31:43 -0800,
569620000000000000    ,positive,0.7011,,HollywoodHotMom,0,,2015-02-22 14:09:50 -0800,Pacific Time (US & Canada)
569620000000000000    ,negative,1,1,GoShar2012,0,,2015-02-22 14:07:43 -0800,Eastern Time (US & Canada)
569619000000000000    ,negative,0.6543,0.3562,MOCBlogger,0,,2015-02-22 14:03:34 -0800,Alaska
569616000000000000    ,positive,1,,SkateMamas,0,,2015-02-22 13:55:28 -0800,
569615000000000000    ,neutral,0.355,0,FiDiFamilies,0,,2015-02-22 13:49:59 -0800,Eastern Time (US & Canada)
569614000000000000    ,negative,0.6889,0.6889,jarrydosborne,0,,2015-02-22 13:47:02 -0800,Eastern Time (US & Canada)
569614000000000000    ,positive,1,,HollywoodHotMom,0,,2015-02-22 13:45:41 -0800,Pacific Time (US & Canada)
569610000000000000    ,negative,1,1,mlorenzen,0,,2015-02-22 13:29:34 -0800,Pacific Time (US & Canada)
569608000000000000    ,negative,0.679,0.3684,Tyler_Starrine,0,,2015-02-22 13:23:03 -0800,Pacific Time (US & Canada)
569600000000000000    ,positive,1,,jessicajaymes,2,"[33.94652852, -118.40766257]",2015-02-22 12:49:25 -0800,Pacific Time (US & Canada)
569596000000000000    ,positive,1,,livingfitly,0,,2015-02-22 12:35:49 -0800,Eastern Time (US & Canada)
569596000000000000    ,negative,1,0.6501,khartline,0,,2015-02-22 12:34:26 -0800,Pacific Time (US & Canada)
569594000000000000    ,negative,1,1,khartline,0,,2015-02-22 12:27:38 -0800,Pacific Time (US & Canada)
569587000000000000    ,neutral,1,,MACRoxburgh,0,,2015-02-22 11:56:57 -0800,Atlantic Time (Canada)
569581000000000000    ,positive,1,,paulnakada,0,,2015-02-22 11:33:40 -0800,Pacific Time (US & Canada)
569576000000000000    ,neutral,1,,wildcatdad,0,,2015-02-22 11:13:18 -0800,
569575000000000000    ,neutral,0.6732,0,RheaThurman1,0,,2015-02-22 11:10:37 -0800,
569575000000000000    ,neutral,1,,Osiris91780,0,,2015-02-22 11:10:30 -0800,
569575000000000000    ,neutral,1,,HeatherWhoo,0,,2015-02-22 11:10:27 -0800,
569573000000000000    ,negative,1,0.6983,paulnakada,0,,2015-02-22 11:02:26 -0800,Pacific Time (US & Canada)
569573000000000000    ,negative,0.6593,0.6593,RampantSmashing,0,,2015-02-22 11:01:38 -0800,
569567000000000000    ,negative,1,0.6556,intlwriter,0,,2015-02-22 10:38:45 -0800,Pacific Time (US & Canada)
569565000000000000    ,negative,1,0.3571,finslippy,0,,2015-02-22 10:30:17 -0800,Eastern Time (US & Canada)
569565000000000000    ,negative,1,1,finslippy,0,,2015-02-22 10:29:19 -0800,Eastern Time (US & Canada)
569562000000000000    ,negative,1,1,Gr8Fratsby,0,,2015-02-22 10:19:45 -0800,Eastern Time (US & Canada)
569541000000000000    ,negative,0.6517,0.3371,sbaaronson,0,,2015-02-22 08:56:00 -0800,
569540000000000000    ,negative,0.68,0.35,jonesbasf,0,,2015-02-22 08:53:08 -0800,
569495000000000000    ,negative,1,0.7002,Gr8Fratsby,0,,2015-02-22 05:51:43 -0800,Eastern Time (US & Canada)
569482000000000000    ,neutral,1,,NewsSWA,0,,2015-02-22 05:02:06 -0800,Sydney
569478000000000000    ,negative,1,1,CSHangover,0,,2015-02-22 04:43:56 -0800,Irkutsk
569461000000000000    ,negative,1,0.6818,girlphotophilly,0,,2015-02-22 03:39:28 -0800,Eastern Time (US & Canada)
569460000000000000    ,neutral,1,,NewsSWA,0,,2015-02-22 03:32:07 -0800,Sydney
569452000000000000    ,neutral,1,,NewsSWA,0,,2015-02-22 03:02:06 -0800,Sydney
569447000000000000    ,neutral,1,,Graemelodge5545,0,,2015-02-22 02:42:16 -0800,
569429000000000000    ,neutral,1,,NewsSWA,0,,2015-02-22 01:32:05 -0800,Sydney
569369000000000000    ,negative,1,0.663,Boards707,0,,2015-02-21 21:32:59 -0800,Eastern Time (US & Canada)
569368000000000000    ,negative,1,0.6777,MikeWiener,0,,2015-02-21 21:28:42 -0800,Eastern Time (US & Canada)
569356000000000000    ,neutral,0.6816,0,khartline,0,,2015-02-21 20:41:55 -0800,Pacific Time (US & Canada)
569354000000000000    ,positive,1,,simpasmore,0,,2015-02-21 20:33:30 -0800,Eastern Time (US & Canada)
569351000000000000    ,negative,1,1,ChrysiChrysic,0,,2015-02-21 20:21:23 -0800,
569349000000000000    ,negative,1,0.3709,ChrysiChrysic,0,,2015-02-21 20:11:40 -0800,
569325000000000000    ,neutral,0.6701,0,TTINAC11,0,,2015-02-21 18:35:27 -0800,Mountain Time (US & Canada)
569323000000000000    ,neutral,0.6942,0,elaurawrr,0,,2015-02-21 18:29:40 -0800,Arizona
569323000000000000    ,negative,1,0.7148,joyabsalon,0,,2015-02-21 18:29:35 -0800,Eastern Time (US & Canada)
569319000000000000    ,negative,0.6791,0.6791,meladorri,0,,2015-02-21 18:11:58 -0800,Central Time (US & Canada)
569318000000000000    ,positive,0.3579,0,miaerolinea,0,,2015-02-21 18:09:54 -0800,Caracas
569316000000000000    ,positive,1,,archiegips,0,,2015-02-21 18:02:51 -0800,Pacific Time (US & Canada)
569311000000000000    ,neutral,0.653,,obiwantoby,0,,2015-02-21 17:43:33 -0800,Quito
569311000000000000    ,negative,1,0.648,MarwaYousofzoy,0,,2015-02-21 17:41:48 -0800,
569311000000000000    ,negative,1,0.6729,TTINAC11,0,,2015-02-21 17:40:07 -0800,Mountain Time (US & Canada)
569305000000000000    ,neutral,0.6743,0,TheNotoriousLEX,0,,2015-02-21 17:18:10 -0800,Central Time (US & Canada)
569304000000000000    ,positive,0.6783,,advertisingdiva,0,"[38.9128188, -77.00798226]",2015-02-21 17:15:29 -0800,Eastern Time (US & Canada)
569304000000000000    ,neutral,0.6863,,Floxie10,0,,2015-02-21 17:14:35 -0800,
569304000000000000    ,negative,1,0.6705,alexrkonrad,0,,2015-02-21 17:13:52 -0800,Eastern Time (US & Canada)
569304000000000000    ,negative,1,1,MarwaYousofzoy,0,,2015-02-21 17:13:29 -0800,
569298000000000000    ,positive,1,,lexiesalas,0,,2015-02-21 16:50:34 -0800,Pacific Time (US & Canada)
569290000000000000    ,negative,1,0.6648,MaximWheatley,0,,2015-02-21 16:19:33 -0800,Atlantic Time (Canada)
569282000000000000    ,negative,1,1,FiDiFamilies,0,,2015-02-21 15:47:19 -0800,Eastern Time (US & Canada)
569278000000000000    ,negative,1,1,lexiesalas,0,,2015-02-21 15:29:51 -0800,Pacific Time (US & Canada)
569277000000000000    ,negative,0.7158,0.7158,Artenis15,0,,2015-02-21 15:27:52 -0800,Eastern Time (US & Canada)
569264000000000000    ,negative,1,1,NancyJFriedman,0,,2015-02-21 14:34:09 -0800,Eastern Time (US & Canada)
569263000000000000    ,positive,1,,JT_Magana,0,,2015-02-21 14:28:57 -0800,
569262000000000000    ,negative,1,0.6733,MaximWheatley,0,,2015-02-21 14:27:45 -0800,Atlantic Time (Canada)
569261000000000000    ,positive,1,,carabubes,0,,2015-02-21 14:24:16 -0800,Central Time (US & Canada)
569261000000000000    ,neutral,0.6809,0,carabubes,0,,2015-02-21 14:23:24 -0800,Central Time (US & Canada)
569261000000000000    ,positive,1,,wmrrock,0,,2015-02-21 14:21:00 -0800,Eastern Time (US & Canada)
569253000000000000    ,positive,1,,DailyBillboard,0,,2015-02-21 13:52:20 -0800,Pacific Time (US & Canada)
569253000000000000    ,positive,1,,BigRichTexasPam,0,"[32.84359605, -96.84910929]",2015-02-21 13:52:02 -0800,Central Time (US & Canada)
569250000000000000    ,positive,0.6775,0,rtw4,0,,2015-02-21 13:41:02 -0800,Central Time (US & Canada)
569248000000000000    ,neutral,1,,casualdiego,0,,2015-02-21 13:32:58 -0800,
569248000000000000    ,positive,1,,kyle_romanoff,0,,2015-02-21 13:32:49 -0800,
569248000000000000    ,negative,0.7053,0.7053,wmrrock,0,,2015-02-21 13:30:18 -0800,Eastern Time (US & Canada)
569247000000000000    ,negative,1,1,wmrrock,0,,2015-02-21 13:28:49 -0800,Eastern Time (US & Canada)
569245000000000000    ,negative,0.642,0.642,BigRichTexasPam,0,"[32.8437698, -96.84928399]",2015-02-21 13:18:45 -0800,Central Time (US & Canada)
569240000000000000    ,positive,0.6667,0,aaronkurlander,0,,2015-02-21 13:00:26 -0800,Eastern Time (US & Canada)
569239000000000000    ,negative,1,0.6735,MistakeCakeJake,0,,2015-02-21 12:54:58 -0800,Central Time (US & Canada)
569237000000000000    ,negative,1,0.6968,NoelArtiles,0,"[0.0, 0.0]",2015-02-21 12:48:31 -0800,Central Time (US & Canada)
569236000000000000    ,neutral,0.634,0,floatingatoll,0,,2015-02-21 12:45:25 -0800,Pacific Time (US & Canada)
569236000000000000    ,negative,0.699,0.699,floatingatoll,0,,2015-02-21 12:44:32 -0800,Pacific Time (US & Canada)
569231000000000000    ,negative,0.664,0.3412,aaronkurlander,0,,2015-02-21 12:23:36 -0800,Eastern Time (US & Canada)
569230000000000000    ,negative,1,0.6452,aaronkurlander,0,,2015-02-21 12:18:51 -0800,Eastern Time (US & Canada)
569227000000000000    ,negative,1,0.6766,borknagar,0,,2015-02-21 12:07:17 -0800,Santiago
569224000000000000    ,negative,1,0.6954,propsonline,0,,2015-02-21 11:56:47 -0800,Pacific Time (US & Canada)
569224000000000000    ,negative,1,1,propsonline,0,,2015-02-21 11:55:01 -0800,Pacific Time (US & Canada)
569222000000000000    ,positive,0.6522,,carlos89178,0,,2015-02-21 11:49:53 -0800,
569221000000000000    ,positive,1,,carlos89178,0,,2015-02-21 11:45:41 -0800,
569221000000000000    ,negative,1,0.6526,shounshounette,0,,2015-02-21 11:44:33 -0800,
569220000000000000    ,neutral,1,,alanzeino,0,,2015-02-21 11:40:53 -0800,Pacific Time (US & Canada)
569219000000000000    ,negative,1,1,DonnellyPatrick,0,,2015-02-21 11:35:03 -0800,Pacific Time (US & Canada)
569213000000000000    ,positive,0.7081,,stefanpinto,0,,2015-02-21 11:10:26 -0800,Pacific Time (US & Canada)
569212000000000000    ,negative,0.6455,0.3497,josephschwegler,0,,2015-02-21 11:06:53 -0800,Pacific Time (US & Canada)
569210000000000000    ,positive,1,,jennifer_caron,0,,2015-02-21 10:58:30 -0800,Pacific Time (US & Canada)
569208000000000000    ,positive,0.6899,,miaerolinea,0,,2015-02-21 10:54:11 -0800,Caracas
569205000000000000    ,positive,1,,ninjasistah,0,,2015-02-21 10:40:51 -0800,Eastern Time (US & Canada)
569204000000000000    ,negative,0.6701,0.3505,daniellewolff,0,,2015-02-21 10:37:28 -0800,Pacific Time (US & Canada)
569203000000000000    ,positive,0.6575,,EleonoraKaras,0,,2015-02-21 10:31:11 -0800,
569202000000000000    ,positive,1,,carlosondrums,0,,2015-02-21 10:28:13 -0800,Eastern Time (US & Canada)
569201000000000000    ,positive,0.6701,,ninjasistah,0,,2015-02-21 10:22:57 -0800,Eastern Time (US & Canada)
569201000000000000    ,negative,0.6489,0.6489,stephenasilverm,0,,2015-02-21 10:22:54 -0800,
569199000000000000    ,negative,0.6786,0.6786,mrl6626,0,,2015-02-21 10:15:39 -0800,Arizona
569198000000000000    ,positive,1,,SunRighteous,0,,2015-02-21 10:12:58 -0800,Alaska
569198000000000000    ,positive,1,,readerriter,0,,2015-02-21 10:12:25 -0800,Pacific Time (US & Canada)
569198000000000000    ,neutral,1,,jeredscott,0,,2015-02-21 10:11:00 -0800,Pacific Time (US & Canada)
569198000000000000    ,neutral,1,,eric_t_lee,0,,2015-02-21 10:10:37 -0800,Eastern Time (US & Canada)
569193000000000000    ,negative,1,1,bluesmoon,0,,2015-02-21 09:51:48 -0800,Eastern Time (US & Canada)
569182000000000000    ,negative,0.6473,0.3341,RedSoxGirl1976,0,,2015-02-21 09:10:18 -0800,Eastern Time (US & Canada)
569181000000000000    ,positive,0.6771,,InuAtah,0,,2015-02-21 09:03:30 -0800,
569180000000000000    ,negative,0.6636,0.6636,borknagar,0,,2015-02-21 08:59:06 -0800,Santiago
569177000000000000    ,positive,1,,Recessionista,0,,2015-02-21 08:48:13 -0800,Pacific Time (US & Canada)
569166000000000000    ,positive,1,,moosekazmi,0,,2015-02-21 08:04:14 -0800,
569111000000000000    ,positive,1,,_LisaCap,0,,2015-02-21 04:25:54 -0800,
569083000000000000    ,negative,0.6706,0.3514,eatgregeat,0,"[26.06726717, -80.14433663]",2015-02-21 02:36:29 -0800,Eastern Time (US & Canada)
